,Count
hope you,6
not played,1
played a,6
a wicked,2
wicked trick,1
trick on,1
on me,16
me she,24
added turning,14
turning to,86
her hostess,1
hostess you,1
you wrote,1
wrote that,11
that it,280
was to,136
be quite,11
quite a,23
a small,76
small reception,3
reception and,4
and just,12
just see,7
see how,26
how badly,4
badly i,2
am dressed,1
dressed and,9
she spread,1
spread out,29
her arms,20
arms to,4
show her,8
her short,8
short waisted,1
waisted lace,1
lace trimmed,1
trimmed dainty,1
dainty gray,1
gray dress,3
dress girdled,1
girdled with,2
a broad,9
broad ribbon,1
ribbon just,1
just below,2
below the,12
the breast,5
breast soyez,1
soyez tranquille,1
tranquille lise,1
lise you,1
you will,87
will always,9
be prettier,1
prettier than,4
else replied,1
replied anna,2
know said,13
the princess,208
princess in,4
same tone,6
tone of,48
of voice,3
voice and,33
still in,24
french turning,1
a general,57
general my,2
my husband,8
husband is,4
is deserting,1
deserting me,1
is going,19
going to,109
to get,146
get himself,1
himself killed,1
killed tell,1
me what,31
what this,14
this wretched,3
wretched war,1
war is,12
is for,19
for she,9
added addressing,7
addressing prince,3
vasili and,19
and without,65
without waiting,15
waiting for,59
for an,50
an answer,17
answer she,5
she turned,28
turned to,89
his daughter,58
helene what,1
a delightful,4
delightful woman,1
woman this,1
this little,8
princess is,5
is said,26
said prince,125
vasili to,7
pavlovna one,1
the next,64
next arrivals,1
arrivals was,1
a stout,12
stout heavily,1
heavily built,1
built young,1
young man,95
man with,43
with close,1
close cropped,2
cropped hair,2
hair spectacles,1
spectacles the,1
the light,29
light colored,2
colored breeches,1
breeches fashionable,1
fashionable at,1
at that,180
that time,55
time a,10
a very,85
very high,4
high ruffle,1
ruffle and,1
a brown,2
brown dress,1
dress coat,2
coat this,1
this stout,2
stout young,1
man was,48
was an,41
an illegitimate,5
illegitimate son,6
son of,15
of count,14
count bezukhov,30
bezukhov a,2
a well,14
known grandee,1
grandee of,3
of catherine,11
catherine s,8
s time,22
time who,3
who now,6
now lay,3
lay dying,1
dying in,1
in moscow,186
moscow the,30
man had,16
had not,288
yet entered,1
entered either,1
either the,11
the military,26
military or,2
or civil,2
civil service,3
service as,2
just returned,7
returned from,19
from abroad,6
abroad where,1
where he,91
been educated,5
educated and,4
this was,122
was his,36
his first,15
first appearance,1
appearance in,2
society anna,2
pavlovna greeted,1
greeted him,4
him with,140
the nod,1
nod she,1
she accorded,1
accorded to,1
the lowest,8
lowest hierarchy,1
hierarchy in,1
her drawing,5
room but,11
but in,94
in spite,69
spite of,69
this lowest,1
lowest grade,1
grade greeting,1
greeting a,1
a look,44
look of,48
of anxiety,3
anxiety and,4
and fear,13
fear as,2
as at,30
of something,26
something too,2
too large,1
large and,7
and unsuited,1
unsuited to,1
the place,46
place came,2
came over,4
over her,31
face when,7
she saw,49
saw pierre,8
pierre enter,1
enter though,1
though he,86
was certainly,4
certainly rather,1
rather bigger,1
bigger than,2
than the,44
the other,298
other men,11
men in,27
the room,313
room her,3
her anxiety,2
anxiety could,1
could only,10
only have,6
have reference,1
reference to,11
the clever,1
clever though,1
though shy,2
shy but,2
but observant,1
observant and,1
and natural,6
natural expression,1
expression which,8
which distinguished,2
distinguished him,3
him from,64
from everyone,5
everyone else,17
else in,11
that drawing,3
room it,12
very good,31
of you,49
you monsieur,1
monsieur pierre,17
pierre to,32
to come,88
come and,38
and visit,2
visit a,5
invalid said,2
pavlovna exchanging,1
exchanging an,1
an alarmed,2
alarmed glance,1
glance with,1
aunt as,1
she conducted,1
him to,304
her pierre,4
pierre murmured,1
murmured something,1
something unintelligible,1
unintelligible and,2
and continued,16
continued to,61
to look,96
look round,13
round as,7
if in,23
in search,9
search of,9
something on,8
his way,56
way to,48
aunt he,1
he bowed,6
princess with,12
a pleased,1
pleased smile,1
smile as,17
as to,143
to an,39
an intimate,4
intimate acquaintance,1
acquaintance anna,1
s alarm,1
alarm was,1
was justified,3
justified for,1
for pierre,20
pierre turned,8
turned away,66
away from,86
aunt without,1
waiting to,15
to hear,46
hear her,3
her speech,2
speech about,1
about her,40
s health,13
health anna,1
pavlovna in,3
in dismay,10
dismay detained,1
detained him,3
the words,70
words do,1
know the,50
morio he,1
a most,27
most interesting,1
interesting man,3
man yes,1
yes i,74
have heard,19
heard of,28
his scheme,2
scheme for,1
for perpetual,1
perpetual peace,3
peace and,22
and it,134
interesting but,2
but hardly,4
hardly feasible,1
feasible you,1
you think,76
think so,26
so rejoined,1
rejoined anna,1
order to,71
to say,261
say something,38
something and,26
and get,6
get away,35
away to,14
to attend,9
attend to,10
her duties,3
duties as,5
as hostess,5
hostess but,1
but pierre,27
pierre now,6
now committed,1
committed a,3
a reverse,2
reverse act,1
act of,8
of impoliteness,1
impoliteness first,1
first he,13
had left,61
left a,6
a lady,18
lady before,2
before she,15
had finished,27
finished speaking,6
speaking to,25
and now,120
now he,58
he continued,47
to another,45
another who,5
who wished,8
away with,27
with his,474
his head,278
head bent,6
bent and,3
and his,341
his big,8
big feet,2
feet spread,1
spread apart,1
apart he,1
he began,92
began explaining,6
explaining his,4
his reasons,2
reasons for,8
for thinking,2
thinking the,2
abbe s,1
s plan,7
plan chimerical,1
chimerical we,1
we will,22
will talk,4
talk of,28
of it,192
it later,2
later said,2
pavlovna with,4
and having,69
having got,4
got rid,2
rid of,15
this young,19
man who,125
who did,36
know how,60
how to,75
to behave,8
behave she,1
she resumed,1
resumed her,1
hostess and,4
to listen,28
listen and,5
and watch,2
watch ready,1
to help,31
help at,2
at any,46
any point,1
point where,3
where the,131
the conversation,74
conversation might,1
might happen,5
happen to,19
to flag,1
flag as,1
the foreman,1
foreman of,1
a spinning,1
spinning mill,1
mill when,1
when he,315
has set,2
set the,10
the hands,29
hands to,10
to work,31
work goes,1
goes round,1
round and,27
and notices,2
notices here,1
here a,5
a spindle,1
spindle that,1
that has,16
has stopped,2
stopped or,2
or there,1
there one,2
that creaks,1
creaks or,1
or makes,1
makes more,1
more noise,1
noise than,1
than it,6
it should,19
should and,2
and hastens,2
hastens to,1
the machine,4
machine or,1
or set,1
set it,1
it in,67
in proper,2
proper motion,1
motion so,1
so anna,2
pavlovna moved,1
moved about,6
room approaching,1
approaching now,1
now a,21
a silent,4
silent now,1
a too,2
too noisy,1
noisy group,1
group and,4
and by,84
word or,6
or slight,1
slight rearrangement,1
rearrangement kept,1
kept the,6
the conversational,1
conversational machine,1
machine in,1
in steady,1
steady proper,1
proper and,1
and regular,3
regular motion,2
motion but,2
but amid,1
amid these,3
these cares,1
cares her,1
anxiety about,3
about pierre,4
pierre was,108
was evident,38
evident she,1
she kept,13
kept an,1
an anxious,1
anxious watch,1
watch on,1
on him,80
him when,32
he approached,13
approached the,22
the group,15
group round,2
round mortemart,2
mortemart to,1
listen to,37
to what,67
what was,190
was being,88
being said,10
said there,9
there and,58
again when,3
he passed,12
passed to,5
another group,5
group whose,1
whose center,1
center was,3
abbe pierre,1
pierre had,96
educated abroad,3
abroad and,4
reception at,3
at anna,22
s was,8
had attended,2
attended in,1
in russia,34
russia he,6
he knew,119
knew that,91
the intellectual,3
intellectual lights,1
lights of,3
of petersburg,11
petersburg were,2
were gathered,6
gathered there,2
and like,23
a child,53
child in,3
a toyshop,1
toyshop did,1
know which,2
which way,3
look afraid,1
afraid of,64
of missing,1
missing any,1
any clever,1
clever conversation,1
conversation that,2
that was,155
be heard,43
heard seeing,2
seeing the,40
self confident,19
confident and,2
and refined,1
refined expression,1
the faces,41
faces of,39
those present,9
present he,4
was always,44
always expecting,2
expecting to,5
hear something,3
something very,7
very profound,1
profound at,1
last he,9
he came,60
came up,68
to morio,1
morio here,1
here the,12
conversation seemed,1
seemed interesting,1
interesting and,7
he stood,31
stood waiting,3
an opportunity,11
opportunity to,15
to express,39
express his,14
his own,241
own views,1
views as,2
as young,4
young people,29
people are,18
are fond,3
fond of,44
of doing,12
doing chapter,1
chapter iii,17
iii anna,1
s reception,6
reception was,1
in full,20
full swing,2
swing the,1
the spindles,1
spindles hummed,1
hummed steadily,1
steadily and,1
and ceaselessly,1
ceaselessly on,1
on all,49
all sides,63
sides with,2
the exception,2
exception of,2
aunt beside,1
beside whom,1
whom sat,1
sat only,1
only one,47
one elderly,1
elderly lady,8
lady who,9
who with,21
her thin,11
thin careworn,1
careworn face,2
face was,54
was rather,5
rather out,1
out of,342
of place,5
place in,30
in this,135
this brilliant,3
brilliant society,2
society the,6
whole company,6
company had,2
had settled,7
settled into,1
into three,4
three groups,2
groups one,1
one chiefly,1
chiefly masculine,1
masculine had,1
had formed,10
formed round,4
abbe another,1
another of,6
of young,8
people was,3
was grouped,1
grouped round,2
beautiful princess,2
princess helene,5
helene prince,2
daughter and,20
bolkonskaya very,1
very pretty,7
pretty and,8
and rosy,3
rosy though,1
though rather,1
rather too,3
too plump,1
plump for,1
her age,3
age the,2
the third,67
third group,1
group was,9
was gathered,2
gathered round,16
mortemart and,1
and anna,15
pavlovna the,3
the vicomte,36
vicomte was,3
a nice,12
nice looking,1
looking young,1
with soft,3
soft features,1
features and,4
and polished,3
polished manners,2
manners who,1
who evidently,8
evidently considered,2
considered himself,6
himself a,18
a celebrity,1
celebrity but,1
but out,1
of politeness,3
politeness modestly,1
modestly placed,1
placed himself,3
himself at,21
the disposal,1
disposal of,1
the circle,16
circle in,1
which he,316
he found,26
found himself,12
himself anna,1
pavlovna was,5
was obviously,4
obviously serving,1
serving him,1
him up,20
up as,12
a treat,2
treat to,1
her guests,5
guests as,1
a clever,6
clever maitre,1
maitre d,1
d hotel,1
hotel serves,1
serves up,1
specially choice,1
choice delicacy,1
delicacy a,1
a piece,16
piece of,20
of meat,2
meat that,1
that no,42
no one,240
one who,35
had seen,69
seen it,6
the kitchen,7
kitchen would,1
have cared,1
cared to,2
to eat,24
eat so,1
pavlovna served,1
served up,5
guests first,1
first the,12
vicomte and,4
then the,46
abbe as,2
as peculiarly,1
peculiarly choice,1
choice morsels,1
morsels the,1
group about,1
about mortemart,1
mortemart immediately,1
immediately began,4
began discussing,1
discussing the,2
the murder,3
murder of,3
the duc,10
duc d,5
d enghien,5
enghien the,1
vicomte said,3
said that,95
enghien had,2
had perished,5
perished by,1
by his,139
own magnanimity,1
magnanimity and,6
that there,103
there were,163
were particular,1
particular reasons,1
for buonaparte,1
buonaparte s,1
s hatred,1
hatred of,8
of him,150
him ah,5
ah yes,7
yes do,4
do tell,4
tell us,15
us all,12
all about,27
it vicomte,1
a pleasant,30
pleasant feeling,3
feeling that,41
there was,312
was something,24
something a,1
a la,5
la louis,1
louis xv,2
xv in,2
the sound,98
sound of,111
of that,221
that sentence,2
sentence contez,1
contez nous,1
nous cela,1
cela vicomte,1
vicomte the,1
vicomte bowed,1
bowed and,7
and smiled,29
smiled courteously,1
courteously in,1
in token,7
token of,8
his willingness,2
willingness to,1
to comply,2
comply anna,1
pavlovna arranged,2
arranged a,3
a group,18
round him,17
him inviting,1
inviting everyone,1
everyone to,3
his tale,3
tale the,1
vicomte knew,1
knew the,13
duc personally,1
personally whispered,1
whispered anna,2
pavlovna to,3
to one,94
guests the,2
vicomte is,1
a wonderful,10
wonderful raconteur,1
raconteur said,1
she to,10
another how,1
how evidently,1
evidently he,5
he belongs,1
belongs to,4
best society,4
society said,1
a third,50
third and,5
was served,4
the company,31
company in,4
the choicest,2
choicest and,1
and most,23
most advantageous,2
advantageous style,1
style like,1
well garnished,1
garnished joint,1
joint of,1
of roast,2
roast beef,1
beef on,1
a hot,7
hot dish,1
dish the,1
vicomte wished,1
to begin,24
begin his,1
his story,13
story and,7
and gave,38
gave a,28
a subtle,7
subtle smile,6
smile come,2
come over,8
over here,1
here helene,1
helene dear,1
dear said,14
beautiful young,1
princess who,9
was sitting,77
sitting some,1
some way,8
way off,3
off the,44
the center,36
center of,18
of another,12
group the,2
princess smiled,2
smiled she,2
she rose,9
rose with,5
same unchanging,1
unchanging smile,2
smile with,6
with which,86
had first,9
first entered,2
entered the,101
room the,43
the smile,14
smile of,37
a perfectly,7
perfectly beautiful,1
beautiful woman,2
a slight,17
slight rustle,2
rustle of,11
white dress,3
dress trimmed,2
trimmed with,3
with moss,1
moss and,1
and ivy,1
ivy with,1
a gleam,4
of white,6
white shoulders,2
shoulders glossy,1
glossy hair,1
hair and,33
and sparkling,4
sparkling diamonds,1
diamonds she,1
she passed,5
passed between,6
between the,79
the men,161
men who,65
who made,5
made way,2
way for,13
her not,13
not looking,7
looking at,163
any of,43
them but,52
but smiling,3
smiling on,1
all as,15
if graciously,1
graciously allowing,1
allowing each,1
each the,1
the privilege,3
privilege of,1
of admiring,1
admiring her,2
her beautiful,15
beautiful figure,1
figure and,9
and shapely,1
shapely shoulders,1
shoulders back,1
back and,46
and bosom,2
bosom which,2
which in,24
the fashion,3
fashion of,1
those days,6
days were,1
were very,9
very much,43
much exposed,2
exposed and,2
she seemed,17
to bring,28
bring the,8
the glamour,1
glamour of,1
a ballroom,2
ballroom with,3
her as,30
she moved,7
moved toward,9
toward anna,2
pavlovna helene,1
helene was,9
was so,109
so lovely,1
lovely that,1
that not,17
only did,16
did she,12
she not,10
not show,4
show any,1
any trace,1
trace of,5
of coquetry,2
coquetry but,1
but on,48
contrary she,2
she even,3
even appeared,1
appeared shy,1
shy of,1
her unquestionable,1
unquestionable and,1
and all,157
all too,3
too victorious,1
victorious beauty,1
beauty she,2
to wish,7
wish but,3
but to,67
be unable,10
to diminish,2
diminish its,1
its effect,3
effect how,1
how lovely,4
lovely said,2
said everyone,1
everyone who,4
who saw,13
vicomte lifted,1
lifted his,11
his shoulders,50
shoulders and,37
and dropped,7
dropped his,6
his eyes,290
eyes as,10
if startled,1
startled by,1
by something,7
